what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1389493285449
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1389493285542
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1389493287196
activated,view,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.internal.introview,1389493293623
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1389493293639
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1389493295838
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1389493501103
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1389493529043
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1389493530041
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1389493531539
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.refresh,1389493532724
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1389493534659
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1389493582039
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1389493582850
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1389493583896
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1389493585378
started,bundle,org.eclipse.mylyn.pde.ui,3.0.2.I20080910-1700-e3x,org.eclipse.mylyn.pde.ui,1389493585393
started,bundle,org.eclipse.mylyn.ide.ant,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.ide.ant,1389493585393
started,bundle,org.eclipse.mylyn.java.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.ui,1389493585409
started,bundle,org.eclipse.mylyn.resources.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.resources.ui,1389493585409
closed,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1389493585721
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,org.eclipse.jst.j2ee.xdoclet.runtime,1389493585908
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.0.v200805140020,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1389493585908
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.5.205.v200805140145,org.eclipse.jst.server.generic.jboss,1389493585908
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,org.eclipse.jst.server.generic.jonas,1389493585924
