what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.organize.imports,1386254216450
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.save,1386254216870
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1386254221550
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254221809
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254221892
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.paste,1386254226024
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.save,1386254226502
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.save,1386254234300
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1386254237335
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254239377
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254258139
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.paste,1386254269754
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254272924
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254273003
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.paste,1386254276022
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.delete,1386254281333
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.delete,1386254281488
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.copy,1386254294584
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.save,1386254298272
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1386254300428
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254300735
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254300807
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.paste,1386254304838
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.save,1386254305256
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.save,1386254326771
