what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.paste,1386254587315
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.save,1386254587862
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.save,1386254592720
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1386254594914
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254595216
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254595379
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.delete,1386254600363
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.paste,1386254600856
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.save,1386254601354
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.delete,1386254605588
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.save,1386254607089
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1386254608535
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254608844
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254608937
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1386254609955
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254610194
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1386254617928
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254618177
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254618318
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.paste,1386254623089
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254635314
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.findReplace,1386254635340
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254638988
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.save,1386254640206
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1386254642769
