what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254333355
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.findReplace,1386254333377
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254340723
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.save,1386254341961
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1386254343178
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254343462
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254343547
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.paste,1386254349258
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.save,1386254350405
started,bundle,org.eclipse.mylyn.java.tasks,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.tasks,1386254350504
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254365872
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.findReplace,1386254365895
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254372312
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.save,1386254373547
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254374791
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254374883
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1386254376777
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254377029
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254377106
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.paste,1386254381223
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.save,1386254382027
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254392340
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.findReplace,1386254392362
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254396116
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.save,1386254397206
