what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254502415
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254508031
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254510220
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254517569
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254522156
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254523617
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254523929
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254525368
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.paste,1386254525371
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254538505
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254545952
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.paste,1386254548811
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254550323
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254557251
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254561607
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254561683
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.delete,1386254574277
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.delete,1386254575471
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineEnd,1386254576563
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.copy,1386254577398
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.save,1386254577931
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.save,1386254581825
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1386254582909
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254583218
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254583303
