what,kind,bundleId,bundleVersion,description,time
started,bundle,org.tigris.subversion.clientadapter.javahl,1.5.2,org.tigris.subversion.clientadapter.javahl,1386253153390
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.5.1.1,org.tigris.subversion.clientadapter.svnkit,1386253153392
started,bundle,com.android.ide.eclipse.ddms,8.0.1.v201012062107-82219,com.android.ide.eclipse.ddms,1386253157054
started,bundle,com.android.ide.eclipse.adt,8.0.1.v201012062107-82219,com.android.ide.eclipse.adt,1386253157344
started,bundle,org.eclipse.ltk.core.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.core.refactoring,1386253157502
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring,1386253157519
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386253168691
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386253168723
started,bundle,org.eclipse.jdt.apt.core,3.3.101.R34x_v20080902-1220,org.eclipse.jdt.apt.core,1386253180473
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.100.v20080407-1345,org.eclipse.jdt.apt.pluggable.core,1386253180496
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386253181568
started,bundle,org.eclipse.ui.views.log,1.0.0.v20080803-1700,org.eclipse.ui.views.log,1386253181874
started,bundle,org.eclipse.pde.ui,3.4.0.v20080803-1700,org.eclipse.pde.ui,1386253181907
opened,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1386253181996
opened,view,org.eclipse.mylyn.tasks.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.tasks.ui.views.tasks,1386253182417
activated,perspective,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.JavaPerspective,1386253182442
activated,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1386253182450
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1386253185260
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386253189577
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386253191415
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.delete,1386253191424
started,bundle,org.eclipse.wst.dtd.core,1.1.200.v200805140200,org.eclipse.wst.dtd.core,1386253191637
started,bundle,org.eclipse.wst.sse.ui,1.1.2.v200809120159,org.eclipse.wst.sse.ui,1386253191708
started,bundle,org.eclipse.wst.html.ui,1.0.301.v200809120137,org.eclipse.wst.html.ui,1386253191710
started,bundle,org.eclipse.jst.jsp.core,1.2.110.v200809120122,org.eclipse.jst.jsp.core,1386253191790
