what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386253998760
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386253999942
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254010054
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254011747
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386254017816
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.rename,1386254017823
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.paste,1386254019879
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254023823
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254023969
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.delete,1386254029205
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.delete,1386254029373
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.copy,1386254040178
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.save,1386254044038
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1386254047199
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254047462
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254047541
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.paste,1386254051394
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.save,1386254051846
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.save,1386254066209
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.edit.delete,1386254071364
executed,command,org.eclipse.ui,3.4.1.M20080903-2000,org.eclipse.ui.file.save,1386254071848
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1386254076989
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254077258
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386254077329
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineStart,1386254080628
